Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0.00110119047619048,DefaultEntity.241,TransferNode1,2.RoutingOutLogic,[SetNode] NextDestination,Error assigning destination node value to entity object 'DefaultEntity.241'. The entity does not have an assigned sequence table.

